Mail Text,Label
Immediate transport request for 500kg of irregular cargo from Dallas to Orlando. Price: $350 with vague payment terms.,spam
"Transport needed: 300kg of furniture from Seattle to Portland. Estimated cost is $400, payment upon delivery.",not spam
"Shipping required for 800kg of automotive parts from Detroit to LA, $600 estimated cost, payment terms net 15.",not spam
Request for transport: 200kg of personal effects from Miami to Orlando. Estimated price: $200 with cash payment required.,not spam
"Need to ship 1000kg of consumer goods from NY to NJ. Quote expected is $300, payment on delivery.",not spam
Last minute deal! Ship 150kg from LA to SF for only $50! Cash payment only! Confirm this offer ASAP!,spam
Immediate response required! Transport 100kg of urgent documents for $30! Cash before shipment!,spam
Act now! Move 1000kg of goods from Chicago to Miami for $200! Payment details are vague!,spam
"Transport needed for 500kg of furniture from Atlanta to NYC. Price should be around $700, cash on delivery.",not spam
"Request quote to ship 1200kg of machinery from Dallas to Houston. Estimated cost: $900, payment due in 30 days.",not spam
Shipping Inquiry: 800kg of raw materials from San Diego to SF for $400. Payment required upon delivery.,not spam
Urgent: Need to transport 600kg of electronics from Portland to Boston for $300! Quick payment needed!,spam
Special deal! Ship 300kg of textiles for just $90! Offer valid for today only! Payment details unclear!,spam
"Transport Request: 1000kg of equipment from Boston to Seattle for $800. Payment on delivery, please confirm.",not spam
"Need transport for 200kg of items from NYC to LA. Quote requested: $400, payment upon delivery.",not spam
Request for shipping 800kg of goods from Miami to Dallas at $600. Payment due net 30 days.,not spam
"Urgent transport needed! Move 1000kg of appliances for just $400! Quick payment required, act now!",spam
Don't miss out! Move 150kg of cargo for only $50! Pay cash today! Limited time offer!,spam
"Request for transport of 1200kg items from Chicago to Denver. Price to be $900, payment due upon delivery.",not spam
"Moving request: 500kg of electronics from San Francisco to Seattle. Estimated cost: $500, payment terms apply.",not spam
Shipping needed for 300kg of furniture from Atlanta to NYC for $400. Payment details should be confirmed.,not spam
"Urgent request: Need to transport 800kg of medical supplies for $350! Quick payment required, don't delay!",spam
Special offer: Move 750kg of personal effects from New York to Chicago for only $250! Payment details unclear!,spam
Transport needed for 600kg of merchandise from Orlando to Dallas. Estimated cost is $450 with standard payment terms.,not spam
"Need to ship 400kg of clothes from Boston to Miami. Estimated price: $320, payment due upon delivery.",not spam
"Urgent: Need a quote for transport of 1000kg of goods from LA to NYC! $200 cash only, respond fast!",spam
Quick transport request for 500kg of documents from Houston to Atlanta for $100! Cash payment only!,spam
Immediate transport for 1200kg of goods from San Diego to New York. Price: $800. Payment terms are unclear.,not spam
"Request to move 300kg of items from Miami to Dallas. Estimated cost: $250, payment due on delivery.",not spam
Shipping request: 1000kg of cargo from Atlanta to Seattle for $200! Quick payment required!,spam
"Need to transport 800kg of industrial supplies from Chicago to Houston. Expecting $600, payment terms apply.",not spam
"Transport Inquiry: 150kg of sensitive items from LA to SF for $75! Pay cash now, limited offer!",spam
Shipping needed for 200kg of personal items from Boston to Chicago at $200. Payment details needed.,not spam
"Need transport for 500 kg of electronics from New York to Los Angeles. Pricing around $1,200. Payment terms: 30% upfront, balance on delivery. Please confirm availability.",not spam
"Requesting transport for 1,000 kg of furniture from Seattle to Miami. Total cost estimated at $1,800. Pay 50% before shipping, 50% on arrival. Let me know the schedule.",not spam
"Transport needed for delicate art pieces, 200 kg total. Pickup in San Francisco, delivering to Chicago. Budget is $1,000, pay upon delivery. Please advise on transport options.",not spam
"Looking for shipping options for 300 kg of medical supplies from Denver to Austin. Price should be around $900, standard payment terms. Let me know soon!",not spam
"Requesting a quote for 2,000 kg of machinery transport from Dallas to Boston. Estimated cost: $3,500. Payment: 40% on booking, remainder on delivery. Urgent reply needed.",not spam
"Transport service needed for 800 kg of food products from Orlando to New York. Budget is $1,500, payment in full upon delivery. Please confirm your availability.",not spam
"Please provide a quote for transporting 150 kg of electronics from Portland to San Diego. Estimated price $650, payment due upon delivery. Looking forward to your quick response.",not spam
"Need to arrange transport for 1,200 kg of textiles from Atlanta to Seattle. Estimated cost $2,000, 50% upfront and 50% on delivery. Please get back to me ASAP.",not spam
"I require transport for 900 kg of industrial equipment from Philadelphia to Seattle. Expected cost around $2,400, payment of 30% before and 70% on arrival. Let me know.",not spam
"Transport for 500 kg of personal belongings from Boston to Miami needed. Budget is $1,000. Standard payment terms apply. Looking forward to the details.",not spam
"URGENT: Last minute transport needed for 1,000 kg of mixed goods! Only $500! Pay now and get a discount! Will deliver to anywhere in the country. Reply fast!",spam
"Flash Sale! Transport 2,000 kg of freight from anywhere to anywhere for just $299! Offer ends soon! Payment by wire transfer only. Don't miss out!",spam
Limited time offer! Shipping 800 kg for a mere $400! Pay now and your goods will be shipped next day! Just provide your bank details. Act quickly!,spam
"Quick transport needed for 600 kg from New York to London! Only $300! Hurry, spots are filling fast!",spam
"Special offer: Transport 1,500 kg of your cargo for just $1,000! But you must pay today! Your cargo will be delivered in one week! Details required!",spam
Win big with our new transport rates: 500 kg for the unbelievable price of $199! Just send your payment now and watch your goods fly! Don't hesitate!,spam
Final chance! Deliver 700 kg of goods for only $350! Pay via untraceable methods only! Contact us immediately to secure your shipment!,spam
Act now! We can transport 900 kg for $450! This price is only valid for today! Send us your payment details! Limited availability!,spam
"Unbeatable deal! Ship 1,200 kg for just $800 if you pay by tomorrow! Contact us for payment details. Don’t let this slip away!",spam
"Transport service available for a limited time! Only $600 for 1,000 kg! Must pay upfront! Message us for more info. Time is running out!",spam
Shipping from Los Angeles to Miami for only $350 for 300 kg! Pay immediately to lock in this price! Let’s get your goods moving!,spam
"Transport request for 1,500 kg from Dallas to New York. Pricing around $2,300. Payment 50% upfront, balance on delivery. Looking forward to your prompt response.",not spam
"Need to transport 200 kg of fragile items from Chicago to San Francisco. Estimated cost $1,200, payment terms: 40% upfront, 60% on delivery. Please confirm.",not spam
"Looking for quotes on transporting 1,300 kg of auto parts from Detroit to Atlanta. Budget is $2,000, standard payment terms apply. Awaiting your reply.",not spam
"Requesting transport for 1,800 kg of construction materials from Houston to Phoenix. Quote should be around $3,200, payment 30% upfront. Please provide details.",not spam
"Transport required for 600 kg of agricultural equipment from Miami to Denver. Cost should be around $1,500, payment due on delivery. Let me know soon!",not spam
"Need to ship 400 kg of medical supplies from Seattle to Boston. Pricing around $1,000, standard payment upon delivery. Confirm availability, please!",not spam
"Transport for 2,500 kg of textiles from New York to Los Angeles needed. Estimated cost $4,500, 50% upfront. Please reply quickly with options!",not spam
"Shipping request for 800 kg of electronics from Atlanta to Denver. Total price should be around $1,500. Payment terms: full upon delivery. Looking forward to details.",not spam
"Urgent transport needed for 700 kg of goods from Portland to Miami. Budget is $1,200, payment on delivery. Please confirm your availability ASAP!",not spam
"Transport for 1000 kg of bikes from Chicago to New York. Estimated cost: $2,000. 40% upfront, balance on delivery. Please send me the details soon!",not spam
"Limited time only! Ship 1,000 kg for just $299! Don't miss out! Pay by card only! Act fast before the slots fill up!",spam
Special offer on transport: only $199 for 500 kg! Must pay in advance! This deal is valid today only! Contact us now!,spam
"Big savings! Ship 1,500 kg for only $450! Pay now to get this rate! Delivery guaranteed within 24 hours! Don't wait too long!",spam
"Unbelievable deal: only $350 for transport of 800 kg! Act quickly, spots are limited! Payment must be made via wire transfer! Don't miss this!",spam
Hurry! We can move your 600 kg shipment for just $150! Pay today and get your goods in 2 days! Send your payment details fast!,spam
Exclusive offer! Ship your 900 kg cargo for only $250! Limited time! Don't let this opportunity slip by!,spam
"Act now! Your 1,200 kg shipment for just $500! Pay upfront! This offer expires soon! Get in touch without delay!",spam
"Flash sale! Transport 1,000 kg for just $399! Pay now for guaranteed delivery! Contact us immediately to secure this deal!",spam
Last chance! 300 kg transport for only $100! Must be paid today! Your shipment will be prioritized! Act fast!,spam
"Need transport for 800 kg of goods from Los Angeles to Chicago. Pricing is $1,500. Payment standard. Please confirm as soon as possible.",not spam
"Requesting transport for 1,200 kg of machinery from Seattle to Miami. Estimated cost $2,200. Payment due upon delivery. Awaiting your prompt response.",not spam
"Looking for transport options for 500 kg of retail goods from Boston to San Francisco. Estimated cost $1,100. Standard payment terms apply. Please reply soon!",not spam
"Transport inquiry for 1,000 kg of furniture from New York to Denver. Price around $1,800. Payment 50% upfront. Let me know your availability.",not spam
Shipping request for 300 kg of personal items from Miami to Atlanta. Estimated cost should be $800. Payment due upon delivery. Looking forward to your response.,not spam
"Urgent request for transport of 600 kg of medical supplies from Houston to Chicago. Total cost $1,700. Payment terms: 30% upfront. Please respond ASAP!",not spam
"Transport needed for 700 kg of goods from San Francisco to Philadelphia. Estimated cost is $2,000 with standard payment terms. Awaiting your reply.",not spam
"Request for transporting 900 kg of equipment from Boston to Miami. Pricing expected around $1,400. Payment to be made upon delivery. Looking for your quick response.",not spam
"Need to ship 1,500 kg of textiles from Atlanta to New York. Estimated cost is $2,500. Payment terms: 50% upfront. Please confirm availability.",not spam
Subject: Urgent Transport Request for Electronics Shipment\nBody: We need to transport 500 kg of electronics from New York to Los Angeles. The cost is $2000. Please confirm payment via bank transfer within 24 hours.,spam
Subject: Transport Request for Furniture Shipment\nBody: Requesting transportation for a 1000 kg furniture shipment from Miami to Chicago. Total cost: $1500. Standard payment terms apply.,not spam
"Subject: Immediate Shipping Inquiry - Limited Offer!\nBody: Transport 200 kg of medical supplies from Seattle to Denver for only $500! Act fast, prices go up tomorrow! Payment via PayPal only.",spam
Subject: Transport Services Needed - Perishable Goods\nBody: We need to ship 300 kg of perishable food from San Francisco to Boston. Total cost will be $1200. Payment terms are net 30 days.,not spam
